"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2023,202301,787988,2023000780198,8586.0,2023007879881,280029,1,5,9072.0,0,2,28,4,1,100,0,0,7,71,1,10,5000,1,11
2023,202301,788150,2023000789121,20250.0,2023007881501,60129,1,1,20250.0,1,1,54,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,788636,2023000815479,14256.0,2023007886361,170029,1,2,15876.0,1,1,42,6,1,100,0,0,6,63,1,10,10600,1,11
2023,202301,788636,2023000815479,14256.0,2023007886361,170029,1,3,7290.0,0,1,18,6,1,100,0,0,5,50,1,10,18000,1,11
2023,202301,788798,2023000825361,12150.0,2023007887981,180129,1,1,12150.0,2,2,44,1,8,815,0,0,8,81,1,10,99000,1,11
2023,202301,788798,2023000825361,12150.0,2023007887981,180129,1,2,14256.0,2,1,47,1,8,815,0,0,10,101,1,10,220000,1,11
2023,202301,789284,2023000851264,12960.0,2023007892841,190529,1,1,12960.0,0,2,39,6,1,100,0,0,11,114,1,10,105000,1,11
2023,202301,789446,2023000859933,32400.0,2023007894461,150029,1,1,32400.0,1,2,39,4,1,100,0,0,6,63,1,10,16000,1,11
2023,202301,789608,2023000867845,14094.0,2023007896081,190229,1,1,14094.0,2,1,43,1,1,100,0,0,11,114,1,10,100000,1,11
2023,202301,789608,2023000867845,14094.0,2023007896081,190229,1,2,15876.0,2,2,41,1,1,100,0,0,11,115,1,10,70000,1,11
2023,202301,789770,2023000875300,15390.0,2023007897701,110129,1,1,15390.0,1,2,42,2,6,610,0,0,11,116,1,10,84000,1,11
2023,202301,789932,2023000884376,31104.0,2023007899321,190129,1,1,31104.0,1,2,44,3,2,200,0,0,8,81,1,10,0,1,11
2023,202301,790256,2023000902193,19602.0,2023007902561,210129,1,1,19602.0,1,1,50,1,1,100,0,0,7,71,1,10,190000,1,11
2023,202301,790256,2023000902193,19602.0,2023007902561,210129,1,2,19440.0,1,2,47,1,1,100,0,0,10,101,1,10,192000,1,11
2023,202301,790418,2023000911386,14418.0,2023007904181,80029,1,1,14580.0,1,2,47,4,1,100,0,0,7,71,1,10,45000,1,11
2023,202301,790742,2023000928635,19926.0,2023007907421,110329,1,1,20088.0,2,2,39,3,7,700,1,100,10,101,1,10,86000,2,20
2023,202301,790904,2023000937188,12312.0,2023007909041,190729,1,1,12312.0,6,2,37,1,1,100,0,0,11,114,1,10,0,1,11
2023,202301,790904,2023000937188,12312.0,2023007909041,190729,1,2,7776.0,6,1,38,1,8,826,1,100,11,116,1,10,52000,1,11
2023,202301,791228,2023000955200,11016.0,2023007912281,280029,1,1,11016.0,0,2,60,1,1,100,0,0,7,71,1,10,43300,1,11
2023,202301,791390,2023000962877,12636.0,2023007913901,210129,1,1,12798.0,1,1,57,4,1,100,0,0,10,101,1,10,45000,1,13
2023,202301,791390,2023000962877,12636.0,2023007913901,210129,1,2,21870.0,0,2,25,6,1,100,0,0,6,65,1,10,30000,1,11
2023,202301,791876,2023000990022,14418.0,2023007918761,160029,1,1,14418.0,0,1,29,1,1,100,0,0,8,81,1,10,41300,1,11
2023,202301,791876,2023000990022,14418.0,2023007918761,160029,1,2,17334.0,0,2,25,1,1,100,0,0,6,61,1,10,0,1,11
2023,202301,792038,2023000999713,11016.0,2023007920381,130029,1,1,11016.0,0,1,51,4,1,100,0,0,6,63,1,10,10000,1,11
2023,202301,792200,2023001008466,8586.0,2023007922001,190429,1,1,8586.0,1,2,32,4,1,100,0,0,6,65,1,10,39000,1,11
2023,202301,792200,2023001008466,8586.0,2023007922001,190429,1,2,11826.0,1,1,43,6,1,100,0,0,7,71,1,10,44000,1,11
2023,202301,792362,2023001016293,21708.0,2023007923621,190529,1,1,21546.0,0,2,26,6,6,600,0,0,10,101,1,10,51000,1,11
2023,202301,792686,2023001035001,17658.0,2023007926861,110329,1,1,17496.0,1,2,53,1,1,100,0,0,10,101,1,10,105000,1,11
2023,202301,792686,2023001035001,17658.0,2023007926861,110329,1,2,15228.0,1,1,54,1,1,100,0,0,7,71,1,10,59000,1,11
2023,202301,792686,2023001035001,17658.0,2023007926861,110329,1,3,17982.0,0,1,22,6,1,100,0,0,6,65,1,10,25000,1,11
2023,202301,792848,2023001043808,3888.0,2023007928481,210229,1,1,3726.0,0,2,35,1,8,802,0,0,6,63,1,10,4700,1,11
2023,202301,792848,2023001043808,3888.0,2023007928481,210229,1,2,4536.0,0,1,35,1,8,802,0,0,6,63,1,10,22700,1,11
2023,202301,793010,2023001052194,60102.0,2023007930101,80029,1,1,60264.0,0,1,25,6,1,100,0,0,7,71,1,10,23000,1,11
2023,202301,793010,2023001052194,60102.0,2023007930101,80029,1,2,30618.0,0,1,22,6,1,100,0,0,6,63,1,10,21700,1,11
2023,202301,793172,2023001060100,18468.0,2023007931721,180129,1,1,18468.0,0,2,56,1,1,100,0,0,6,63,1,10,60000,1,11
2023,202301,793172,2023001060100,18468.0,2023007931721,180129,1,2,21546.0,0,1,58,1,1,100,0,0,6,63,1,10,90000,1,11
2023,202301,793334,2023001069477,8586.0,2023007933341,150029,1,3,13932.0,2,1,34,1,1,100,0,0,10,101,1,10,75000,2,20
2023,202301,793334,2023001069477,8586.0,2023007933341,150029,1,6,11988.0,2,2,34,1,1,100,0,0,6,63,1,10,5000,1,11
2023,202301,793496,2023001078477,21384.0,2023007934961,110429,1,1,21384.0,0,1,64,1,1,100,0,0,10,101,1,10,18000,1,11
2023,202301,793658,2023001086802,2430.0,2023007936581,130029,1,1,2430.0,1,1,49,1,1,100,0,0,7,71,1,10,55000,1,11
2023,202301,793658,2023001086802,2430.0,2023007936581,130029,1,2,1782.0,1,2,52,1,1,100,0,0,7,71,1,10,0,1,11
2023,202301,793820,2023001095103,25110.0,2023007938201,190529,1,1,25110.0,0,1,26,6,1,100,0,0,10,101,1,10,115000,1,11
2023,202301,794144,2023001113046,11664.0,2023007941441,190829,1,1,11826.0,0,2,57,1,1,100,0,0,10,101,1,10,50000,1,11
2023,202301,794144,2023001113046,11664.0,2023007941441,190829,1,2,13122.0,0,1,57,1,1,100,0,0,10,101,1,10,85000,1,11
2023,202301,795440,2023001186502,17496.0,2023007954401,170029,1,1,17496.0,2,2,51,1,1,100,0,0,10,101,1,12,2900,1,11
2023,202301,795440,2023001186502,17496.0,2023007954401,170029,1,2,14904.0,2,1,63,1,1,100,0,0,11,114,1,10,50000,1,11
2023,202301,795602,2023001195238,10368.0,2023007956021,120029,1,1,10206.0,0,2,53,4,1,100,0,0,10,101,1,10,74000,1,11
2023,202301,795602,2023001195238,10368.0,2023007956021,120029,1,2,21060.0,0,1,52,4,8,826,1,100,8,81,1,10,30000,1,11
2023,202301,795764,2023001203369,13770.0,2023007957641,270129,1,2,16848.0,0,2,65,1,1,100,0,0,6,65,1,10,10800,1,11
2023,202301,796574,2023001249501,2754.0,2023007965741,10029,1,2,3402.0,0,2,34,6,1,100,0,0,6,63,1,10,33000,1,11
2023,202301,796736,2023001258836,20088.0,2023007967361,180129,1,1,20088.0,1,2,52,6,1,100,0,0,10,101,1,10,55000,1,11
2023,202301,796898,2023001267275,38880.0,2023007968981,90129,1,1,38880.0,1,1,53,1,4,410,0,0,11,114,1,10,170000,1,11
2023,202301,796898,2023001267275,38880.0,2023007968981,90129,1,2,30618.0,1,2,51,1,4,410,0,0,11,114,1,10,140000,1,11
2023,202301,797060,2023001277168,10368.0,2023007970601,90129,1,1,10368.0,2,1,51,1,1,100,0,0,10,101,1,10,79000,1,13
2023,202301,797060,2023001277168,10368.0,2023007970601,90129,1,2,11016.0,2,2,54,1,1,100,0,0,11,115,1,10,103000,1,11
2023,202301,797222,2023001285677,21546.0,2023007972221,110129,1,1,21546.0,1,2,53,1,2,200,0,0,11,114,1,10,62000,1,11
2023,202301,797222,2023001285677,21546.0,2023007972221,110129,1,2,35154.0,1,1,54,1,2,200,0,0,10,101,1,10,62000,1,11
2023,202301,797222,2023001285677,21546.0,2023007972221,110129,1,3,39852.0,0,1,21,6,2,200,0,0,7,71,1,10,20000,1,11
2023,202301,797546,2023001304756,3078.0,2023007975461,20029,1,1,3078.0,1,1,53,2,1,100,1,100,6,63,1,10,40000,1,13
2023,202301,797546,2023001304756,3078.0,2023007975461,20029,1,2,3564.0,0,2,21,6,1,100,1,100,6,63,1,10,4000,1,11
2023,202301,797708,2023001313385,13770.0,2023007977081,190129,1,1,13608.0,2,2,64,1,2,200,0,0,6,65,1,10,18500,1,11
2023,202301,797708,2023001313385,13770.0,2023007977081,190129,1,2,16848.0,2,1,55,1,2,200,0,0,10,101,1,10,75000,1,11
2023,202301,797708,2023001313385,13770.0,2023007977081,190129,1,3,23004.0,0,1,26,6,2,200,0,0,6,63,1,10,35400,1,11
2023,202301,797708,2023001313385,13770.0,2023007977081,190129,1,4,30618.0,0,1,24,6,2,200,0,0,7,71,1,12,1900,1,11
2023,202301,798032,2023001329688,44064.0,2023007980321,110229,1,1,44064.0,0,2,34,1,1,100,0,0,6,65,1,10,27400,1,11
2023,202301,798032,2023001329688,44064.0,2023007980321,110229,1,2,39852.0,0,1,29,1,1,100,0,0,7,71,1,10,67000,1,11
2023,202301,798032,2023001329688,44064.0,2023007980321,110229,1,3,37908.0,0,1,34,6,1,100,0,0,2,26,1,10,45000,1,11
2023,202301,798356,2023001348345,31104.0,2023007983561,50129,1,1,31104.0,0,2,26,6,1,100,0,0,11,114,1,10,45000,1,11
2023,202301,798356,2023001348345,31104.0,2023007983561,50129,1,2,32724.0,0,1,27,6,1,100,0,0,10,101,1,10,55000,1,11
2023,202301,798518,2023001357392,11178.0,2023007985181,180229,1,1,11178.0,0,2,45,4,1,100,0,0,6,63,1,10,8700,1,11
2023,202301,798518,2023001357392,11178.0,2023007985181,180229,1,2,10206.0,0,1,45,6,1,100,0,0,8,81,1,10,58000,1,11
2023,202301,798842,2023001376099,23166.0,2023007988421,50129,1,1,23166.0,0,2,60,1,1,100,0,0,6,63,1,10,38000,1,11
2023,202301,799004,2023001385663,1944.0,2023007990041,240029,1,1,1944.0,0,2,60,1,1,100,0,0,6,63,1,10,25000,1,11
2023,202301,799004,2023001385663,1944.0,2023007990041,240029,1,2,1782.0,0,1,50,1,1,100,0,0,8,81,1,10,50000,1,11
2023,202301,799328,2023001404127,22356.0,2023007993281,190629,1,1,22356.0,2,1,45,1,1,100,0,0,7,71,1,10,95000,1,11
2023,202301,799328,2023001404127,22356.0,2023007993281,190629,1,2,22356.0,2,2,44,1,1,100,0,0,10,101,1,10,30000,1,11
2023,202301,799490,2023001412058,23166.0,2023007994901,190729,1,1,23166.0,0,1,31,1,1,100,0,0,10,101,1,10,120000,1,11
2023,202301,799490,2023001412058,23166.0,2023007994901,190729,1,2,24948.0,0,2,30,1,1,100,0,0,10,101,1,10,80000,1,11
2023,202301,799814,2023001429962,4212.0,2023007998141,10029,1,1,4212.0,0,1,65,1,1,100,0,0,6,63,1,10,20000,2,20
2023,202301,799976,2023001438334,3726.0,2023007999761,190329,1,1,3726.0,0,2,63,4,2,200,0,0,10,101,1,10,75000,1,11
2023,202301,800300,2023001456556,4536.0,2023008003001,10029,1,1,4698.0,0,1,60,6,1,100,0,0,6,65,1,10,94000,1,11
2023,202301,801110,2023000062705,15228.0,2023008011101,40030,1,1,15228.0,0,1,35,6,1,100,0,0,10,101,1,10,68000,1,11
2023,202301,801434,2023000170448,3888.0,2023008014341,70030,1,1,3888.0,1,2,39,1,1,100,0,0,8,81,1,10,30000,1,11
2023,202301,801434,2023000170448,3888.0,2023008014341,70030,1,2,3078.0,1,1,38,1,1,100,0,0,6,63,1,10,50000,1,11
2023,202301,801596,2023000224025,83268.0,2023008015961,50030,1,1,83268.0,0,2,39,1,1,100,0,0,6,65,1,10,43900,1,11
2023,202301,801596,2023000224025,83268.0,2023008015961,50030,1,2,76626.0,0,1,50,1,1,100,0,0,8,81,1,10,80000,1,11
2023,202301,802244,2023000433595,73872.0,2023008022441,10030,1,1,73872.0,0,2,57,4,1,100,0,0,7,71,1,10,47000,1,11
2023,202301,802406,2023000479508,8424.0,2023008024061,60030,1,1,8262.0,1,1,39,6,1,100,0,0,10,101,1,10,60000,1,11
2023,202301,802406,2023000479508,8424.0,2023008024061,60030,1,2,5832.0,1,2,43,6,1,100,0,0,7,71,1,10,15000,1,11
2023,202301,802730,2023000580973,21222.0,2023008027301,60030,1,1,21222.0,3,2,37,3,1,100,0,0,6,63,1,10,38000,1,11
2023,202301,802892,2023000630492,14256.0,2023008028921,70030,1,2,5184.0,0,1,54,6,8,802,0,0,7,71,1,10,48000,1,11
2023,202301,803054,2023000675228,73710.0,2023008030541,70030,1,1,73710.0,2,2,28,1,8,813,0,0,7,71,1,10,12000,1,11
2023,202301,803054,2023000675228,73710.0,2023008030541,70030,1,2,26406.0,2,1,28,1,1,100,0,0,7,71,1,10,52000,1,11
2023,202301,803216,2023000727925,16038.0,2023008032161,40030,1,3,6156.0,0,2,55,4,8,802,0,0,7,71,1,10,55000,1,11
2023,202301,803216,2023000727925,16038.0,2023008032161,40030,1,4,8262.0,0,1,57,4,1,100,0,0,8,81,1,10,83000,2,20
2023,202301,803540,2023000826070,2754.0,2023008035401,60030,1,3,4860.0,0,1,34,6,1,100,0,0,6,63,1,10,10900,1,11
2023,202301,803864,2023000930662,44226.0,2023008038641,70030,1,1,44388.0,0,1,56,4,1,100,0,0,6,64,1,10,65000,1,11
2023,202301,803864,2023000930662,44226.0,2023008038641,70030,1,2,44388.0,0,2,57,4,1,100,0,0,6,63,1,10,30000,1,11
2023,202301,804188,2023001024519,4374.0,2023008041881,30030,1,2,4698.0,0,2,39,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,804350,2023001072606,69822.0,2023008043501,80030,1,2,60102.0,2,1,27,6,1,100,0,0,6,63,1,10,26000,1,11
2023,202301,804512,2023001117377,13608.0,2023008045121,20030,1,1,13608.0,0,1,53,4,3,361,0,0,7,71,1,10,70000,1,11
2023,202301,804674,2023001162780,8262.0,2023008046741,20030,1,1,8100.0,1,1,28,5,3,361,0,0,7,71,1,10,20000,1,11
2023,202301,805484,2023001404203,3726.0,2023008054841,60030,1,1,3726.0,0,2,44,6,8,801,0,0,8,81,1,10,35000,1,11
2023,202301,805646,2023001456300,17334.0,2023008056461,50030,1,1,17334.0,1,2,32,1,1,100,0,0,11,114,1,10,80000,1,11
2023,202301,805646,2023001456300,17334.0,2023008056461,50030,1,2,17334.0,1,1,33,1,1,100,0,0,6,63,1,10,65000,1,11
2023,202301,805646,2023001456300,17334.0,2023008056461,50030,1,4,27702.0,0,1,20,6,1,100,0,0,6,63,1,10,20000,1,11
2023,202301,805646,2023001456300,17334.0,2023008056461,50030,1,5,14742.0,0,1,19,6,1,100,0,0,6,63,1,10,30000,1,11
2023,202301,805808,2023010028413,13770.0,2023008058081,80131,4,1,13770.0,0,1,18,6,1,100,0,0,6,63,1,10,30000,1,11
2023,202301,806294,2023010124490,11178.0,2023008062941,50031,4,1,11178.0,0,1,20,6,1,100,0,0,7,71,1,10,4300,1,11
2023,202301,806780,2023000037712,3402.0,2023008067801,40031,1,1,3402.0,0,2,64,1,1,100,0,0,6,65,1,10,23000,1,11
2023,202301,806942,2023000068021,34182.0,2023008069421,10031,1,1,34020.0,1,2,41,4,1,100,0,0,6,63,1,10,38000,1,11
2023,202301,807104,2023000099880,3078.0,2023008071041,60031,1,1,3078.0,1,1,50,1,1,100,0,0,8,81,1,10,80000,1,11
2023,202301,807104,2023000099880,3078.0,2023008071041,60031,1,2,4698.0,1,2,47,1,1,100,0,0,6,63,1,10,42500,1,11
2023,202301,807428,2023000158395,7128.0,2023008074281,40031,1,1,7128.0,0,1,55,1,1,100,0,0,10,101,1,10,140000,1,11
2023,202301,807428,2023000158395,7128.0,2023008074281,40031,1,2,5994.0,0,2,56,1,1,100,0,0,11,114,1,10,65000,1,11
2023,202301,807752,2023000223105,12636.0,2023008077521,20031,1,1,12636.0,1,2,31,1,8,802,0,0,7,71,1,10,45000,1,11
2023,202301,807752,2023000223105,12636.0,2023008077521,20031,1,2,4050.0,1,1,35,1,1,100,0,0,6,65,1,10,80000,1,11
2023,202301,807914,2023000252350,39528.0,2023008079141,80131,1,1,39690.0,0,1,23,1,1,100,0,0,6,63,1,10,24000,1,11
2023,202301,807914,2023000252350,39528.0,2023008079141,80131,1,2,18954.0,0,2,24,1,8,802,0,0,6,63,1,10,10000,1,11
2023,202301,808238,2023000313003,2268.0,2023008082381,10031,1,1,2430.0,3,1,36,1,1,100,0,0,10,101,1,10,7000,1,11
2023,202301,808238,2023000313003,2268.0,2023008082381,10031,1,2,2916.0,3,2,34,1,1,100,0,0,10,101,1,10,65000,1,11
2023,202301,808724,2023000393801,9072.0,2023008087241,20031,1,1,9072.0,0,1,28,1,7,700,0,0,10,101,1,10,23500,1,11
2023,202301,808886,2023000417208,17010.0,2023008088861,80131,1,1,17010.0,0,1,34,6,8,801,2,200,10,101,1,10,18800,1,11
2023,202301,808886,2023000417208,17010.0,2023008088861,80131,1,2,11502.0,0,1,33,6,1,100,0,0,10,101,1,10,34000,1,11
2023,202301,809048,2023000444480,6480.0,2023008090481,50031,1,1,6642.0,0,1,46,6,1,100,0,0,10,101,1,10,89000,1,11
2023,202301,809210,2023000470793,2106.0,2023008092101,10031,1,1,2268.0,0,1,44,2,7,700,0,0,7,71,1,10,41100,1,11
2023,202301,809372,2023000501021,9072.0,2023008093721,70231,1,1,8910.0,2,1,47,1,1,100,0,0,11,114,1,14,110000,1,12
2023,202301,809372,2023000501021,9072.0,2023008093721,70231,1,2,11016.0,2,2,45,1,1,100,0,0,10,101,1,10,10000,1,11
2023,202301,809696,2023000556866,14256.0,2023008096961,20031,1,1,14418.0,0,2,64,1,1,100,0,0,8,81,1,10,33000,2,20
2023,202301,809696,2023000556866,14256.0,2023008096961,20031,1,2,17658.0,0,1,57,1,1,100,0,0,7,71,1,10,38000,1,11
2023,202301,810020,2023000612886,32886.0,2023008100201,90131,1,1,33048.0,1,1,33,1,6,643,0,0,8,81,1,10,36000,1,11
2023,202301,810020,2023000612886,32886.0,2023008100201,90131,1,2,20898.0,1,2,31,1,6,643,0,0,6,64,1,10,21600,1,11
2023,202301,810182,2023000642512,29646.0,2023008101821,90231,1,1,29484.0,0,2,64,1,1,100,0,0,6,65,1,10,32000,1,11
2023,202301,810668,2023000728040,15876.0,2023008106681,60031,1,1,15876.0,0,2,60,4,1,100,0,0,5,50,1,12,60000,1,11
2023,202301,810830,2023000759911,16524.0,2023008108301,70231,1,1,16524.0,0,1,29,1,1,100,0,0,11,114,1,10,55000,1,11
2023,202301,811478,2023000875087,13770.0,2023008114781,70231,1,2,16848.0,5,1,40,1,1,100,0,0,8,81,1,10,80000,1,11
2023,202301,812126,2023000984993,114048.0,2023008121261,30031,1,1,114048.0,2,2,32,1,7,700,4,412,8,81,1,10,54000,1,11
2023,202301,812126,2023000984993,114048.0,2023008121261,30031,1,2,181116.0,2,1,36,1,7,700,4,412,8,81,1,10,12000,1,11
2023,202301,812288,2023001012213,8262.0,2023008122881,20031,1,1,8262.0,0,1,61,4,1,100,0,0,10,101,1,10,42000,1,11
2023,202301,812450,2023001043590,16038.0,2023008124501,90131,1,1,16200.0,0,2,57,1,1,100,0,0,10,101,1,10,55000,1,11
2023,202301,812450,2023001043590,16038.0,2023008124501,90131,1,2,15228.0,0,1,60,1,1,100,0,0,10,101,1,10,0,1,11
2023,202301,812774,2023001095866,4698.0,2023008127741,20031,1,1,4698.0,0,1,63,1,1,100,0,0,6,63,1,10,29600,1,11
2023,202301,812774,2023001095866,4698.0,2023008127741,20031,1,2,3078.0,0,2,59,1,1,100,0,0,6,63,1,10,25000,1,11
2023,202301,812936,2023001126981,2592.0,2023008129361,50031,1,1,2592.0,0,1,56,1,1,100,0,0,6,65,1,10,60000,1,11
2023,202301,813260,2023001184277,3564.0,2023008132601,70131,1,1,3402.0,0,2,61,1,1,100,0,0,6,63,1,10,38000,1,11
2023,202301,813260,2023001184277,3564.0,2023008132601,70131,1,2,3240.0,0,1,63,1,1,100,0,0,6,63,1,10,39000,1,11
2023,202301,813908,2023001304165,15228.0,2023008139081,90231,1,1,15066.0,0,1,27,6,7,700,0,0,11,115,1,10,63000,1,11
2023,202301,814070,2023001330173,30618.0,2023008140701,20031,1,2,23976.0,0,1,45,6,1,100,0,0,6,63,1,10,37000,1,11
2023,202301,814232,2023001358162,28674.0,2023008142321,70231,1,1,28674.0,0,1,63,4,1,100,0,0,6,63,1,10,120000,1,11
2023,202301,814718,2023001436794,3240.0,2023008147181,30031,1,1,3402.0,4,2,32,6,1,100,0,0,6,65,1,10,28300,1,11
2023,202301,815528,2023000020891,7938.0,2023008155281,41032,1,2,9720.0,0,1,44,6,8,826,1,100,6,63,1,10,31000,1,11
2023,202301,815852,2023000058762,34668.0,2023008158521,41132,1,1,34668.0,2,2,33,1,1,100,1,100,8,81,1,10,35000,1,11
2023,202301,815852,2023000058762,34668.0,2023008158521,41132,1,2,43740.0,2,1,33,1,6,600,0,0,6,65,1,10,32000,1,11
2023,202301,816014,2023000077054,15390.0,2023008160141,41132,1,1,15390.0,0,2,61,1,1,100,0,0,11,114,1,10,200000,1,11
2023,202301,816014,2023000077054,15390.0,2023008160141,41132,1,2,13770.0,0,1,64,1,1,100,0,0,7,71,1,10,0,1,11
2023,202301,816176,2023000094855,17982.0,2023008161761,40732,1,1,17982.0,4,2,48,1,7,700,1,100,3,30,1,10,37000,1,11
2023,202301,816176,2023000094855,17982.0,2023008161761,40732,1,2,19764.0,4,1,48,1,7,700,1,100,3,30,1,10,40000,1,11
2023,202301,816176,2023000094855,17982.0,2023008161761,40732,1,3,29970.0,0,1,31,6,7,700,1,100,5,50,1,10,7000,1,11
2023,202301,816176,2023000094855,17982.0,2023008161761,40732,1,4,22194.0,0,1,24,6,7,700,1,100,5,50,1,10,17000,1,11
2023,202301,816338,2023000114281,20250.0,2023008163381,40632,1,1,20250.0,1,2,39,3,2,200,0,0,6,65,1,10,90000,1,11
2023,202301,816500,2023000135191,28512.0,2023008165001,41232,1,1,28350.0,0,2,50,1,1,100,0,0,10,101,1,10,100000,1,11
2023,202301,816662,2023000153931,13446.0,2023008166621,10132,1,1,13608.0,2,1,50,1,1,100,0,0,10,101,1,10,125000,1,11
2023,202301,816662,2023000153931,13446.0,2023008166621,10132,1,2,10044.0,2,2,46,1,1,100,0,0,8,81,1,10,75000,1,11
2023,202301,816662,2023000153931,13446.0,2023008166621,10132,1,3,9720.0,0,1,23,6,1,100,0,0,6,63,1,10,0,1,11
2023,202301,816662,2023000153931,13446.0,2023008166621,10132,1,4,10206.0,0,1,18,6,1,100,0,0,6,63,1,10,600,1,11
2023,202301,816662,2023000153931,13446.0,2023008166621,10132,1,5,10530.0,0,2,21,6,8,826,1,100,6,63,1,10,0,1,11
2023,202301,816986,2023000194919,9720.0,2023008169861,41232,1,1,9720.0,0,2,65,1,8,826,2,200,6,63,1,10,800,1,11
2023,202301,817148,2023000215132,5184.0,2023008171481,40432,1,1,5022.0,0,1,46,6,1,100,0,0,10,101,1,10,90000,1,11
2023,202301,817472,2023000253593,10692.0,2023008174721,40432,1,2,13284.0,1,2,38,4,1,100,0,0,10,101,1,10,38400,1,11
2023,202301,817472,2023000253593,10692.0,2023008174721,40432,1,4,14580.0,0,1,40,6,1,100,0,0,8,81,1,14,100000,1,12
2023,202301,817634,2023000270136,12150.0,2023008176341,10332,1,1,12150.0,1,1,54,1,1,100,0,0,7,71,1,10,39100,1,11
2023,202301,817634,2023000270136,12150.0,2023008176341,10332,1,2,13770.0,1,2,43,1,1,100,0,0,7,71,1,10,67000,1,11
2023,202301,817796,2023000288765,33048.0,2023008177961,40732,1,1,33048.0,2,2,55,5,2,200,0,0,6,63,1,10,30000,1,11
2023,202301,817796,2023000288765,33048.0,2023008177961,40732,1,2,46332.0,0,2,25,6,2,200,0,0,6,63,1,10,40000,1,13
2023,202301,817796,2023000288765,33048.0,2023008177961,40732,1,3,50382.0,0,1,21,6,2,200,0,0,6,63,1,10,30000,1,11
2023,202301,818120,2023000322009,9234.0,2023008181201,40432,1,1,9234.0,1,2,63,4,1,100,0,0,6,61,1,10,85000,1,11
2023,202301,818120,2023000322009,9234.0,2023008181201,40432,1,2,12474.0,1,1,32,1,1,100,0,0,6,63,1,10,80000,1,11
2023,202301,818120,2023000322009,9234.0,2023008181201,40432,1,4,14742.0,1,2,31,1,1,100,0,0,6,63,1,10,45800,1,11
2023,202301,818444,2023000359498,10206.0,2023008184441,10132,1,1,10206.0,0,1,34,2,6,600,0,0,6,63,1,10,80000,1,11
2023,202301,818606,2023000379520,7614.0,2023008186061,10332,1,1,7614.0,0,1,63,1,8,826,1,100,11,115,1,10,115000,1,11
2023,202301,818768,2023000398857,4860.0,2023008187681,30032,1,2,9882.0,0,1,49,1,1,100,0,0,6,63,1,10,0,1,11
2023,202301,819092,2023000437095,8748.0,2023008190921,41532,1,1,8748.0,0,1,59,1,1,100,0,0,10,101,1,10,118000,2,20
2023,202301,819092,2023000437095,8748.0,2023008190921,41532,1,2,10368.0,0,2,51,1,1,100,0,0,11,114,1,10,90000,1,11
2023,202301,819416,2023000475984,13608.0,2023008194161,40832,1,1,13608.0,0,2,23,6,7,700,1,100,6,63,1,10,30900,1,11
2023,202301,819578,2023000494108,13446.0,2023008195781,40332,1,1,13446.0,0,2,60,1,8,826,1,100,7,71,1,10,12000,1,11
2023,202301,819578,2023000494108,13446.0,2023008195781,40332,1,2,14742.0,0,1,61,1,1,100,0,0,7,71,1,10,12000,1,11
2023,202301,819902,2023000533929,12798.0,2023008199021,40132,1,1,12960.0,0,1,62,1,2,200,0,0,10,101,1,10,150000,2,20
2023,202301,819902,2023000533929,12798.0,2023008199021,40132,1,2,12474.0,0,2,51,1,2,200,0,0,7,71,1,10,118000,1,11
2023,202301,820064,2023000551839,17982.0,2023008200641,40532,1,1,18144.0,0,1,55,6,8,826,1,100,6,61,1,10,50000,1,11
2023,202301,820064,2023000551839,17982.0,2023008200641,40532,1,2,13446.0,0,2,64,4,1,100,0,0,6,63,1,10,14100,1,11
2023,202301,820226,2023000568936,16848.0,2023008202261,10232,1,1,17010.0,0,1,60,4,1,100,0,0,11,114,1,10,562000,1,11
2023,202301,820550,2023000609400,43254.0,2023008205501,10132,1,1,43416.0,0,2,38,6,1,100,0,0,8,81,1,10,48000,1,11
2023,202301,820712,2023000628631,8262.0,2023008207121,10232,1,1,8424.0,2,2,51,4,1,100,0,0,10,101,1,10,8800,1,11
2023,202301,821036,2023000665428,8262.0,2023008210361,40632,1,1,8262.0,2,2,39,6,8,826,3,300,6,63,1,10,25000,1,11
2023,202301,821036,2023000665428,8262.0,2023008210361,40632,1,4,10854.0,1,2,43,4,8,826,3,300,6,61,1,10,46600,1,11
2023,202301,821036,2023000665428,8262.0,2023008210361,40632,1,6,6642.0,1,2,26,6,8,826,3,300,6,63,1,10,28000,1,11
2023,202301,821360,2023000699999,34830.0,2023008213601,40232,1,1,34668.0,1,1,54,1,7,700,1,100,6,63,1,10,52000,1,11
2023,202301,821522,2023000720590,15066.0,2023008215221,41532,1,1,15228.0,1,1,45,4,1,100,0,0,6,63,1,10,82000,2,20
2023,202301,821846,2023000758613,16038.0,2023008218461,10132,1,1,15876.0,2,2,43,4,7,700,1,100,7,71,1,10,50000,1,11
2023,202301,821846,2023000758613,16038.0,2023008218461,10132,1,2,19116.0,0,1,20,6,7,700,1,100,6,63,1,10,35000,1,11
